,Name,Price,Producer,MPN,EAN,UPC,Socket,Chipset,Unlocked,Form Factor,Memory Type,Memory Capacity,RAM Slots,SATA,VGA,DVI,Display Port,HDMI,WiFi,Integrated Graphics,Product Page
1309,MSI B450M Gaming Plus,$96.46 USD,MSI,7B87-001R,4719072587024,824142168318.0,AM4,B450,True,Micro-ATX,DDR4,32 GB,2,4,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B07F7WQDZJ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1314,MSI B460I Gaming Edge WiFi,$145.07 USD,MSI,7C86-002R,4719072740320,824142224045.0,1200,B460,False,Mini-ITX,DDR4,64 GB,2,4,0,0.0,1.0,1.0,True,False,https://www.amazon.ca/dp/B08GY2P45P?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1319,MSI B550M Pro-VDH WiFi,$123.31 USD,MSI,7C95-001R,4719072733698,,AM4,B550,False,Micro-ATX,DDR4,128 GB,4,4,0,0.0,1.0,1.0,True,False,https://www.amazon.ca/dp/B089D1YG11?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1320,MSI B560M Pro,$101.55 USD,MSI,7D20-001R,4719072802943,824142243336.0,1200,B560,False,Micro-ATX,DDR4,64 GB,2,6,1,0.0,1.0,1.0,False,False,https://www.amazon.ca/dp/B092H21SGG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1322,MSI B560M Pro-VDH,$116.05 USD,MSI,7D18-002R,4719072813444,,1200,B560,False,Micro-ATX,DDR4,128 GB,4,6,1,0.0,1.0,1.0,False,False,https://www.amazon.ca/dp/B08ZJDXZ62?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1331,MSI Creator X299,$529.52 USD,MSI,7B96-004R,4719072681487,824142199985.0,2066,X299,True,E-ATX,DDR4,256 GB,8,8,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B07ZPRQ1WG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1348,MSI H270 Gaming Pro Carbon,$119.28 USD,MSI,7A64-001R,4719072496166,,1151,H270,False,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/MSI-Gaming-Carbon-SDRAM-Motherboards/dp/B01MR4S4ZK?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01MR4S4ZK
1353,MSI H310-A Pro,$88.96 USD,MSI,7B83-001R,4719072564292,824142160497.0,1151,H310,False,ATX,DDR4,32 GB,2,4,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/MSI-H310-PRO-Coffee-Motherboard/dp/B07CBKQYY2?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07CBKQYY2
1363,MSI H510I Pro WiFi,$122.57 USD,MSI,7D16-002R,4719072802882,,1200,H510,False,Mini-ITX,DDR4,64 GB,2,4,0,0.0,1.0,1.0,True,False,https://www.amazon.ca/dp/B08WC7Q1H5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1374,MSI MAG B550 Tomahawk,$145.06 USD,MSI,7C91-001R,4719072728625,824142217627.0,AM4,B550,False,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,False,False,https://www.amazon.ca/dp/B089CWDHFZ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1376,MSI MAG B550M Mortar,$130.56 USD,MSI,7C94-006R,4719072727697,824142217368.0,AM4,B550,False,Micro-ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,False,False,https://www.amazon.ca/dp/B089CSPTRH?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1377,MSI MAG B550M Mortar WiFi,$151.96 USD,MSI,7C94-001R,4719072728649,824142217641.0,AM4,B550,False,Micro-ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,True,False,https://www.amazon.ca/dp/B089CLTLDN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1380,MSI MAG B560M Bazooka,$115.32 USD,MSI,7D18-003R,4719072802936,824142243329.0,1200,B560,False,Micro-ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,False,False,https://www.amazon.ca/dp/B08WBY8Q5V?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1384,MSI MAG B660 TOMAHAWK WIFI DDR4,$195.13 USD,MSI,7D41-001R,4719072903398,824142274149.0,1700,B660,False,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,True,False,https://www.amazon.ca/dp/B09PXL3ZZB?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1385,MSI MAG B660M BAZOOKA DDR4,$155.22 USD,MSI,7D43-004R,4719072921477,824142278093.0,1700,B660,False,Micro-ATX,DDR4,128 GB,4,4,0,0.0,1.0,1.0,False,False,https://www.amazon.ca/dp/B09NTPPSBP?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1390,MSI MAG X570S Tomahawk WiFi,$232.11 USD,MSI,7D54-001R,4719072864217,824142262771.0,AM4,X570,True,ATX,DDR4,128 GB,4,6,0,0.0,0.0,1.0,True,False,https://www.amazon.ca/dp/B09BGWJD3C?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1392,MSI MAG Z390 Tomahawk,$369.93 USD,MSI,7B18-001R,4719072595036,824142169865.0,1151,Z390,False,ATX,DDR4, GB,4,4,0,0.0,1.0,1.0,False,False,https://www.amazon.ca/dp/B07KGBTX3X?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1394,MSI MAG Z490 Tomahawk,$118.87 USD,MSI,7C80-004R,4719072718978,824142213421.0,1200,Z490,True,ATX,DDR4,128 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B0876GJWFP?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1395,MSI MAG Z590 Tomahawk WiFi,$163.2 USD,MSI,7D08-001R,4719072800529,824142241004.0,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,True,False,https://www.amazon.ca/dp/B08WCN4NK5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1396,MSI MAG Z590 Torpedo,$79.05 USD,MSI,7D08-003R,4719072800536,824142242179.0,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,True,False,https://www.amazon.ca/dp/B08WCY8WFD?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1398,MSI MEG B550 Unify,$319.35 USD,MSI,7D13-002R,4719072775056,824142233825.0,AM4,B550,False,ATX,DDR4,128 GB,4,6,0,0.0,0.0,1.0,True,False,https://www.amazon.ca/dp/B08Q2685ZN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1400,"MSI MEG X570 ACE, AMD X570",$362.68 USD,MSI,7C35-002R,4719072652487,824142189214.0,AM4,X570,True,ATX,DDR4,128 GB,4,4,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B07T3HYZ3Q?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1401,"MSI MEG X570 Godlike, AMD X570",$762.33 USD,MSI,7C34-002R,4719072652531,824142187821.0,AM4,X570,True,E-ATX,DDR4,128 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B07T5QDRFN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1402,"MSI MEG X570 Unifiy, AMD X570-, socket AM4",$282.17 USD,MSI,7C35-010R,4719072678661,824142199565.0,AM4,X570,True,ATX,DDR4,128 GB,4,4,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B07ZG6YG1K?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1403,MSI MEG X570S ACE Max,$387.34 USD,MSI,7D50-001R,4719072872397,,AM4,X570,True,ATX,DDR4,128 GB,4,8,0,0.0,0.0,0.0,True,False,https://www.amazon.ca/dp/B09BYY2NDV?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1405,MSI MEG Z390 ACE,$297.4 USD,MSI,7B12-004R,4719072595012,824142169841.0,1151,Z390,False,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B07HM3M86B?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1406,MSI MEG Z390 Godlike,$609.31 USD,MSI,7B10-001R,4719072595005,824142169834.0,1151,Z390,False,E-ATX,DDR4, GB,4,4,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B07HMGVR8D?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1407,MSI MEG Z490 ACE,$245.89 USD,MSI,7C71-008R,4719072718923,824142199053.0,1200,Z490,True,ATX,DDR4,128 GB,4,6,0,0.0,0.0,0.0,True,False,https://www.amazon.ca/dp/B0876H5X58?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1408,MSI MEG Z490 Godlike,$652.83 USD,MSI,7C70-005R,4719072719906,824142214107.0,1200,Z490,True,E-ATX,DDR4,128 GB,4,6,0,0.0,0.0,0.0,True,False,https://www.amazon.ca/dp/B0876H6RDM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1409,MSI MEG Z590 ACE,$308.09 USD,MSI,7D04-001R,4719072800499,824142240984.0,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,True,False,https://www.amazon.ca/dp/B08WCJRJYD?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1410,MSI MEG Z590 ACE Gold Edition,$319.16 USD,MSI,7D04-002R,4719072830397,824142252628.0,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0.0,2.0,1.0,True,False,https://www.amazon.ca/dp/B092HH1TN7?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1414,MSI MEG Z590I Unify,$348.17 USD,MSI,7D05-001R,4719072802837,824142241219.0,1200,Z590,True,Mini-ITX,DDR4,64 GB,2,4,0,0.0,1.0,1.0,True,False,https://www.amazon.ca/dp/B08WC6VDM5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1425,MSI MPG B560I Gaming Edge WiFi,$151.59 USD,MSI,7D19-001R,4719072810580,824142246016.0,1200,B560,False,Mini-ITX,DDR4,64 GB,2,4,0,0.0,1.0,1.0,True,False,https://www.amazon.ca/dp/B092HSSGDY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1426,"MSI MPG X570 Gaming Edge WiFi, AMD X570",$528.04 USD,MSI,7C37-001R,4719072652500,824142189528.0,AM4,X570,True,ATX,DDR4,128 GB,4,6,0,0.0,0.0,1.0,False,False,https://www.amazon.ca/dp/B08MZ22Z8S?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1427,"MSI MPG X570 Gaming Plus, AMD X570",$158.84 USD,MSI,7C37-004R,4719072652517,824142189535.0,AM4,X570,True,ATX,DDR4,128 GB,4,6,0,0.0,0.0,1.0,False,False,https://www.amazon.ca/dp/B07T5QDRFX?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1428,"MSI MPG X570 Gaming Pro Carbon WiFi, AMD X570",$252.42 USD,MSI,7B93-001R,4719072652470,824142189511.0,AM4,X570,True,ATX,DDR4,128 GB,4,6,0,0.0,0.0,1.0,False,False,https://www.amazon.ca/dp/B07T4M3RTR?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1430,MSI MPG X570S Carbon Max WiFi,$275.64 USD,MSI,7D52-001R,4719072874988,,AM4,X570S,False,ATX,DDR4,128 GB,4,8,0,0.0,0.0,1.0,True,False,https://www.amazon.ca/dp/B09BYXTKC6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1431,MSI MPG X570S Edge Max WiFi,$232.11 USD,MSI,7D53-003R,4719072872182,,AM4,X570S,False,ATX,DDR4,128 GB,4,6,0,0.0,0.0,0.0,True,False,https://www.amazon.ca/dp/B09BYXFHLR?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1432,MSI MPG Z390 Gaming Edge AC,$166.83 USD,MSI,7B17-002R,4719072597399,824142170755.0,1151,Z390,False,ATX,DDR4,64 GB,4,6,0,0.0,1.0,1.0,False,False,https://www.amazon.ca/dp/B07HM3MD1D?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1433,MSI MPG Z390 Gaming Plus,$145.07 USD,MSI,7B51-001R,4719072594534,824142169643.0,1151,Z390,False,ATX,DDR4, GB,4,4,0,0.0,0.0,1.0,False,False,https://www.amazon.ca/dp/B07HMG1XP7?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1434,MSI MPG Z390 Gaming Pro Carbon,$203.1 USD,MSI,7B17-012R,4719072596477,824142170168.0,1151,Z390,False,ATX,DDR4,64 GB,4,6,0,0.0,1.0,1.0,False,False,https://www.amazon.ca/dp/B07HM4LVTN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1435,MSI MPG Z390 Gaming Pro Carbon AC,$575.74 USD,MSI,7B17-008R,4719072595029,824142169858.0,1151,Z390,False,ATX,DDR4, GB,4,4,0,0.0,1.0,1.0,False,False,https://www.amazon.ca/dp/B07JL4Y12P?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1437,MSI MPG Z390M Gaming Edge AC,$181.34 USD,MSI,7B50-002R,4719072598723,824142171271.0,1151,Z390,False,Micro-ATX,DDR4, GB,4,4,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B07HM753YS?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1440,MSI MPG Z490 Gaming Edge WiFi,$164.59 USD,MSI,7C79-005R,4719072721992,824142212493.0,1200,Z490,True,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,True,False,https://www.amazon.ca/dp/B0876J8436?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1441,MSI MPG Z490 Gaming Plus,$152.34 USD,MSI,7C75-007R,4719072722005,824142212486.0,1200,Z490,True,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,False,False,https://www.amazon.ca/dp/B0876HBFVC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1442,MSI MPG Z590 Gaming Carbon WiFi,$207.77 USD,MSI,7D06-001R,4719072800505,824142242155.0,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,True,False,https://www.amazon.ca/dp/B08WBW8DB7?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1443,MSI MPG Z590 Gaming Edge WiFi,$181.34 USD,MSI,7D07-001R,4719072802844,824142242162.0,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,True,False,https://www.amazon.ca/dp/B08WCNL4WF?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1444,MSI MPG Z590 Gaming Force,$226.65 USD,MSI,7D06-003R,4719072800512,824142240991.0,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,False,False,https://www.amazon.ca/dp/B08WC8QDTC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1445,MSI MPG Z590 Gaming Plus,$207.75 USD,MSI,7D07-002R,4719072802868,824142242872.0,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,False,False,https://www.amazon.ca/dp/B08WCCGBH9?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1452,"MSI Prestige X570 Creation, AMD X570",$826.16 USD,MSI,7C36-002R,4719072652494,824142189306.0,AM4,X570,True,E-ATX,DDR4,128 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B07T5QFXFY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1453,MSI PRO B660M-A DDR4,$122.57 USD,MSI,7D43-001R,4719072921460,824142278086.0,1700,B660,False,Micro-ATX,DDR4,128 GB,4,4,0,0.0,2.0,2.0,False,False,https://www.amazon.ca/dp/B09NTMRRTL?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1454,MSI PRO B660M-A WIFI DDR4,$129.83 USD,MSI,7D43-002R,4719072912444,824142276167.0,1700,B660,False,Micro-ATX,DDR4,128 GB,4,4,0,0.0,2.0,2.0,True,False,https://www.amazon.ca/dp/B09PX7D8KY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1455,MSI PRO B660M-B DDR4,$100.81 USD,MSI,7D45-004R,4719072938550,824142281598.0,1700,B660,False,Micro-ATX,DDR4,64 GB,2,4,1,0.0,0.0,1.0,False,False,https://www.amazon.ca/dp/B09QS7QGYM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1459,MSI Pro B760M-A WiFi DDR4,$148.69 USD,MSI,7D99-001R,4711377026383,824142305973.0,1700,B760,False,Micro-ATX,DDR4,128 GB,4,4,0,0.0,2.0,2.0,True,False,https://www.amazon.ca/dp/B0BPB484K5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1464,MSI Pro X670-P Wifi,$203.1 USD,MSI,7D67-001R,4711377004695,824142299265.0,AM5,X670E,False,ATX,DDR5,128 GB,4,6,0,0.0,2.0,1.0,True,False,https://www.amazon.ca/dp/B0B6Q1N477?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1468,MSI TRX40 Pro WiFi,$442.47 USD,MSI,7C60-005R,4719072685089,824142201367.0,TRX40,TRX40,False,ATX,DDR4,256 GB,8,8,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B081FX6KC1?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1470,MSI X299 Gaming Pro Carbon,$308.45 USD,MSI,7A95-002R,4719072525972,824142148679.0,2066,X299,True,ATX,DDR4,128 GB,8,8,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/MSI-X299-Gaming-PRO-Carbon/dp/B072JWYHVX?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B072JWYHVX
1482,MSI X370 Gaming Pro Carbon,$123.31 USD,MSI,7A32-001R,4719072512224,824142143650.0,AM4,X370,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/X370-Gaming-PRO-Carbon-Motherboard/dp/B06WGS4FJL?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06WGS4FJL
1485,MSI X370 Xpower Gaming Titanium,$181.34 USD,MSI,7A31-001R,4719072509569,824142142967.0,AM4,X370,True,ATX,DDR4,64 GB,4,5,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/X370-XPOWER-GAMING-TITANIUM-Motherboard/dp/B06WLNZ1JH?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06WLNZ1JH
1486,MSI X399 SLI Plus,$323.58 USD,MSI,7B09-008R,4719072542986,824142153581.0,TR4,X399,True,ATX,DDR4,128 GB,8,8,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/MSI-X399-SLI-Plus-ThreadRipper/dp/B076B77YBZ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B076B77YBZ
1489,"MSI X470 Gaming Plus Max, AMD X470-, socket AM4",$101.55 USD,MSI,7B79-017R,4719072667658,824142194799.0,AM4,X470,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B07Y468HV3?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1494,"MSI X570-A Pro, AMD X570",$141.44 USD,MSI,7C37-003R,4719072652524,824142189627.0,AM4,X570,True,ATX,DDR4,128 GB,4,6,0,0.0,0.0,1.0,False,False,https://www.amazon.ca/dp/B07SW925DR?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1519,MSI Z270 Gaming M7,$314.46 USD,MSI,7A57-001R,4719072496203,824142139998.0,1151,Z270,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/Enthusiastic-Gaming-Z270-Motherboard-M7/dp/B01N6O4YHD?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01N6O4YHD
1523,MSI Z270I Gaming Pro Carbon AC,$168.82 USD,MSI,7A66-001R,4719072490614,,1151,Z270,True,Mini-ITX,DDR4,32 GB,2,4,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/Z270I-Gaming-Carbon-SDRAM-Motherboards/dp/B01MY5KZMV?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01MY5KZMV
1534,MSI Z390-A Pro,$309.71 USD,MSI,7B98-001R,4719072594152,824142169544.0,1151,Z390,False,ATX,DDR4, GB,4,4,0,0.0,1.0,0.0,False,False,https://www.amazon.ca/dp/B08JP7434S?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1535,MSI Z490-A Pro,$108.07 USD,MSI,7C75-003R,4719072722340,824142212479.0,1200,Z490,True,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,False,False,https://www.amazon.ca/dp/B0876HPVHX?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1536,MSI Z590 Pro WiFi,$150.87 USD,MSI,7D09-001R,4719072801274,824142242148.0,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,True,False,https://www.amazon.ca/dp/B08WBYQQ8C?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1537,MSI Z590-A Pro,$130.56 USD,MSI,7D09-003R,4719072800543,824142241011.0,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,False,False,https://www.amazon.ca/dp/B08WC9JSV8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1539,"NZXT N7 Z370, black",$217.98 USD,NZXT,N7-Z37XT-B1,5060301693665,,1151,Z370,True,ATX,DDR4,64 GB,4,4,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/NZXT-Z370-Motherboard-Connectors-CrossFireX/dp/B078WS1NTR?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B078WS1NTR
1540,"NZXT N7 Z370, white",$278.97 USD,NZXT,N7-Z37XT-W1,5060301693658,,1151,Z370,True,ATX,DDR4,64 GB,4,4,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/NZXT-Z370-Motherboard-Connectors-CrossFireX/dp/B078WS1225?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B078WS1225
1542,"NZXT N7 Z390 Intel Z390 , white",$254.96 USD,NZXT,N7-Z39XT-W1,5060301694716,,1151,Z390,False,ATX,DDR4,64 GB,4,4,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/NZXT-Z390-N7-Z39XT-W1-Motherboard-Wireless-AC/dp/B07ZGG6WZ4?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07ZGG6WZ4
1544,Supermicro Supero C7Z370-CG-L Single,$184.46 USD,Supermicro,MBD-C7Z370-CG-L-O,672042289745,,1151,Z370,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/Supermicro-MBD-C7Z370-CG-L-O-Motherboard/dp/B077K325TB?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B077K325TB
