,Name,Price,Producer,MPN,EAN,UPC,Width,Depth,Height,Motherboard,Power Supply,Supported GPU Length,Supported CPU Cooler Height,80mm Fans,120mm Fans,140mm Fans,200mm Fans,120mm Radiator Support,140mm Radiator Support,240mm Radiator Support,280mm Radiator Support,360mm Radiator Support,"Disk 2.5""","Disk 3.5""","Disk 2.5""/3.5""","Disk 5.25""",Primary Color(s),Window,Dust Filter,Cable Management,Noise Isolation,Product Page
933,NZXT H500i Midi-Tower - black Window,$98.23 USD,NZXT,CA-H500W-B1,5060301694099,815671013781.0,210 mm,428 mm,460 mm,ATX,ATX,381 mm,165 mm,0/0,2/4,0/3,0/0,1.0,0,0.0,1.0,0.0,2,2,0,,black,True,True,True,False,https://www.amazon.ca/Computer-Digital-Control-Lighting-CA-H500W-B1/dp/B07C3STSDB?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07C3STSDB
934,NZXT H500i Midi-Tower - black/red Window,$107.34 USD,NZXT,CA-H500W-BR,5060301694112,815671013804.0,210 mm,428 mm,460 mm,ATX,ATX,381 mm,165 mm,0/0,2/4,0/3,0/0,1.0,0,0.0,1.0,0.0,2,2,0,,black,True,True,True,False,https://www.amazon.ca/Computer-Digital-Control-Lighting-CA-H500W-BR/dp/B07CC5HLFB?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07CC5HLFB
935,NZXT H500i Midi-Tower - white Window,$98.51 USD,NZXT,CA-H500W-W1,5060301694105,815671013798.0,210 mm,428 mm,460 mm,ATX,ATX,381 mm,165 mm,0/0,2/4,0/3,0/0,1.0,0,0.0,1.0,0.0,2,2,0,,white,True,True,True,False,https://www.amazon.ca/NZXT-Computer-Digital-Lighting-CA-H500W-W1/dp/B07C3T1V95?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07C3T1V95
936,"NZXT H500i Midi-Tower, RGB, TG - black/blue Window",$149.78 USD,NZXT,CA-H500W-BL,5060301694129,815671013811.0,210 mm,428 mm,460 mm,ATX,ATX,381 mm,165 mm,0/0,0/4,0/3,0/0,1.0,0,0.0,1.0,0.0,2,2,0,,black,True,True,True,False,https://www.amazon.ca/NZXT-Computer-Digital-Lighting-CA-H500W-BL/dp/B07C3SQPBB?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07C3SQPBB
937,"NZXT H510 Elite Midi-Tower, RGB, TG - black Window",$130.56 USD,NZXT,CA-H510E-B1,5060301695287,815671015105.0,210 mm,428 mm,460 mm,ATX,ATX,381 mm,165 mm,0/0,1/4,2/3,0/0,1.0,0,0.0,1.0,0.0,3,3,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07TD9VTVQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
938,"NZXT H510 Elite Midi-Tower, RGB, TG - white Window",$130.56 USD,NZXT,CA-H510E-W1,5060301695294,815671015112.0,210 mm,428 mm,460 mm,ATX,ATX,381 mm,165 mm,0/0,1/4,2/3,0/0,1.0,0,0.0,1.0,0.0,3,3,0,,white,True,True,True,False,https://www.amazon.ca/dp/B07T7L875Z?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
939,"NZXT H510i Midi-Tower, RGB, TG - black Window",$87.04 USD,NZXT,CA-H510i-B1,5060301695010,815671014719.0,210 mm,428 mm,460 mm,ATX,ATX,381 mm,165 mm,0/0,2/4,0/2,0/0,1.0,0,0.0,1.0,0.0,3,3,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07TC73F72?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
940,"NZXT H510i Midi-Tower, RGB, TG - black/red Window",$86.31 USD,NZXT,CA-H510i-BR,5060301695034,815671014733.0,210 mm,428 mm,460 mm,ATX,ATX,381 mm,165 mm,0/0,2/4,0/3,0/0,1.0,0,0.0,1.0,0.0,3,3,0,,red black,True,True,True,False,https://www.amazon.ca/dp/B07T81N1LL?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
941,"NZXT H510i Midi-Tower, RGB, TG - white Window",$72.53 USD,NZXT,CA-H510i-W1,5060301695027,815671014726.0,210 mm,428 mm,460 mm,ATX,ATX,381 mm,165 mm,0/0,2/4,0/2,0/0,1.0,0,0.0,1.0,0.0,3,3,0,,white,True,True,True,False,https://www.amazon.ca/dp/B07TD9S3HZ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
942,NZXT H7 Elite Midi-Tower - black,$165.7 USD,NZXT,CM-H71EB-01,5060301697014,815671019455.0,230 mm,480 mm,505 mm,E-ATX,ATX,400 mm,185 mm,0/0,0/7,4/6,0/0,0.0,1,0.0,0.0,2.0,2,0,0,,black,False,False,False,False,https://www.amazon.ca/dp/B09VNZHL44?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
949,NZXT H700 Midi-Tower - black/blue Window,$169.25 USD,NZXT,CA-H700B-BL,5060301694174,815671013866.0,230 mm,494 mm,516 mm,ATX,ATX,413 mm,185 mm,0/0,4/7,0/5,0/0,1.0,0,0.0,0.0,2.0,7,3,0,,black,True,True,True,False,https://www.amazon.ca/NZXT-Desktop-Computer-CA-H700B-BL-Black/dp/B07C3DW3D4?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07C3DW3D4
950,NZXT H700 Midi-Tower - black/red Window,$166.83 USD,NZXT,CA-H700B-BR,5060301694167,815671013859.0,230 mm,494 mm,516 mm,ATX,ATX,413 mm,185 mm,0/0,4/7,0/5,0/0,1.0,0,0.0,0.0,2.0,7,3,0,,black,True,True,True,False,https://www.amazon.ca/NZXT-Desktop-Computer-CA-H700B-BR-Black/dp/B07C3SNN34?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07C3SNN34
951,"NZXT H700 Midi-Tower, TG - black Window",$140.1 USD,NZXT,CA-H700B-B1,5060301694143,815671013835.0,230 mm,494 mm,516 mm,ATX,ATX,413 mm,185 mm,0/0,4/7,0/5,0/0,1.0,0,0.0,0.0,2.0,7,3,0,,black,True,True,True,False,https://www.amazon.ca/NZXT-Desktop-Computer-CA-H700B-B1-Black/dp/B07C3SKSFK?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07C3SKSFK
952,"NZXT H700 Midi-Tower, TG - black/white Window",$156.78 USD,NZXT,CA-H700B-W1,5060301694150,,230 mm,494 mm,516 mm,ATX,ATX,413 mm,185 mm,0/0,4/7,0/5,0/0,1.0,0,0.0,0.0,2.0,7,3,0,,black,True,True,True,False,https://www.amazon.ca/Desktop-Computer-CA-H700B-W1-White-Black/dp/B07C3PJ2GP?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07C3PJ2GP
954,NZXT H700 PUBG Midi-Tower - Window,$207.04 USD,NZXT,CA-H700B-PG,5060301694693,815671014399.0,230 mm,494 mm,516 mm,ATX,ATX,413 mm,185 mm,0/0,4/7,0/5,0/0,0.0,0,0.0,0.0,2.0,7,3,0,,"blue, red, black",True,True,True,False,https://www.amazon.ca/dp/B07GYWPK56?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
955,"NZXT H700i Midi-Tower, RGB, TG - black Window",$180.68 USD,NZXT,CA-H700W-BB,5060301693863,815671013552.0,230 mm,494 mm,516 mm,ATX,ATX,413 mm,185 mm,0/0,3/7,0/5,0/0,1.0,1,0.0,2.0,2.0,7,3,0,,black,True,True,True,False,https://www.amazon.ca/H700i-Mid-Tower-Computer-Black-CA-H700W-BB/dp/B075B17N7L?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075B17N7L
957,"NZXT H700i Midi-Tower, RGB, TG - black/white Window",$204.79 USD,NZXT,CA-H700W-WB,5060301693849,815671013538.0,230 mm,494 mm,516 mm,ATX,ATX,413 mm,185 mm,0/0,3/7,0/5,0/0,1.0,1,0.0,2.0,2.0,7,3,0,,black,True,True,True,False,https://www.amazon.ca/H700i-Mid-Tower-Computer-White-CA-H700W-WB/dp/B075B91T7Q?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075B91T7Q
958,NZXT H700i Ninja SE Midi-Tower - Tempered Glass,$243.12 USD,NZXT,CA-H700W-NJ,5060301694686,815671014382.0,230 mm,494 mm,516 mm,ATX,ATX,413 mm,185 mm,0/0,4/7,0/5,0/0,0.0,0,0.0,2.0,2.0,7,3,0,,blue,True,True,True,False,https://www.amazon.ca/dp/B07GXF7WMJ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
959,"NZXT H710 Midi-Tower, TG - black Window",$152.32 USD,NZXT,CA-H710B-B1,5060301694976,815671014672.0,230 mm,494 mm,546 mm,E-ATX,ATX,413 mm,185 mm,0/0,3/7,1/5,0/0,1.0,0,0.0,0.0,2.0,5,4,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07T94WD22?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
960,"NZXT H710 Midi-Tower, TG - black/red Window",$115.32 USD,NZXT,CA-H710B-BR,5060301694990,815671014696.0,230 mm,494 mm,516 mm,E-ATX,ATX,413 mm,185 mm,0/0,3/7,1/5,0/0,1.0,0,0.0,0.0,2.0,5,4,0,,red black,True,True,True,False,https://www.amazon.ca/dp/B07TD9V22K?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
961,"NZXT H710 Midi-Tower, TG - white Window",$123.31 USD,NZXT,CA-H710B-W1,5060301694983,815671014689.0,230 mm,494 mm,516 mm,E-ATX,ATX,413 mm,185 mm,0/0,3/7,1/5,0/0,1.0,0,0.0,0.0,2.0,5,4,0,,white,True,True,True,False,https://www.amazon.ca/dp/B07T81N2H8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
962,"NZXT H710i Midi-Tower, RGB, TG - black Window",$145.07 USD,NZXT,CA-H710i-B1,5060301694938,815671014634.0,230 mm,494 mm,516 mm,E-ATX,ATX,413 mm,185 mm,0/0,3/7,1/5,0/0,1.0,0,0.0,0.0,2.0,5,4,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07T7L8HQ5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
963,"NZXT H710i Midi-Tower, RGB, TG - white Window",$145.07 USD,NZXT,CA-H710i-W1,5060301694945,815671014641.0,230 mm,494 mm,516 mm,E-ATX,ATX,413 mm,185 mm,0/0,3/7,1/5,0/0,1.0,0,0.0,0.0,2.0,5,4,0,,white,True,True,True,False,https://www.amazon.ca/dp/B07TD9Y6L7?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
964,"NZXT H710i Midi-Tower, TG - black/red Window",$145.07 USD,NZXT,CA-H710i-BR,5060301694952,815671014658.0,230 mm,494 mm,516 mm,E-ATX,ATX,413 mm,185 mm,0/0,3/7,1/5,0/0,1.0,0,0.0,0.0,2.0,5,4,0,,red black,True,True,True,False,https://www.amazon.ca/dp/B07T94WB77?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
965,NZXT Manta Mini-ITX - black/red Window,$116.05 USD,NZXT,CA-MANTW-M2,5060301693092,,245 mm,450 mm,426 mm,Mini-ITX,ATX,363 mm,160 mm,0/0,3/5,0/4,0/0,,,,,,3,2,0,,black,True,True,True,False,https://www.amazon.ca/NZXT-CA-MANTW-M2-Computer-Case/dp/B01AWGYL3S?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01AWGYL3S
967,NZXT Manta Mini-ITX - black/black Window,$170.54 USD,NZXT,CA-MANTW-M1,5060301693078,815671012746.0,245 mm,450 mm,426 mm,Mini-ITX,ATX,363 mm,160 mm,0/0,3/5,0/4,0/0,,,,,,3,2,0,,black,True,True,True,False,https://www.amazon.ca/NZXT-CA-MANTW-M1-Computer-Case/dp/B019JZ213A?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B019JZ213A
968,NZXT Manta Mini-ITX - black/white Window,$199.43 USD,NZXT,CA-MANTW-W1,5060301693108,,245 mm,450 mm,426 mm,Mini-ITX,ATX,363 mm,160 mm,0/0,3/5,0/4,0/0,,,,,,3,2,0,,white,True,True,True,False,https://www.amazon.ca/NZXT-CA-MANTW-W1-Computer-Case/dp/B019JZ1YHE?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B019JZ1YHE
969,NZXT Noctis 450 Midi-Tower - black/red,$157.11 USD,NZXT,CA-N450W-M1,5060301692705,,220 mm,544 mm,567 mm,ATX,ATX,406 mm,180 mm,0/0,3/7,1/5,0/0,,,,,,8,8,0,,black,True,True,True,False,https://www.amazon.ca/NZXT-Noctis-Tower-CA-N450W-M1-Matte/dp/B00VX1L31K?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00VX1L31K
970,NZXT Noctis 450 Midi-Tower - white/blue,$175.61 USD,NZXT,CA-N450W-W1,5060301692712,,220 mm,544 mm,567 mm,ATX,ATX,406 mm,180 mm,0/0,3/7,1/5,0/0,,,,,,8,8,0,,black-and-white,True,True,True,False,https://www.amazon.ca/NZXT-Noctis-Tower-CA-N450W-W1-Glossy/dp/B00VX1L25C?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00VX1L25C
975,NZXT SOURCE 340 Midi-Tower - black/red Window,$82.02 USD,NZXT,CA-S340MB-GR,5060301692644,,200 mm,432 mm,445 mm,ATX,ATX,364 mm,161 mm,0/0,2/5,0/3,0/0,,,,,,2,3,0,,black,True,True,False,False,https://www.amazon.ca/NZXT-Tower-CA-S340MB-GR-Matte-Black/dp/B00T4BWUUY?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00T4BWUUY
978,Obsidian Series 350D Windowed Micro ATX,$118.66 USD,Corsair,CC-9011029-WW,5054531165351,843591039697.0,210 mm,440 mm,450 mm,Micro-ATX,ATX,380 mm,160 mm,0/0,1/1,1/0,0/0,,,,,,2,2,0,,black,False,False,False,False,https://www.amazon.ca/Corsair-Obsidian-Performance-Computer-CC-9011029-WW/dp/B00BWLL9MY?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00BWLL9MY
979,Obsidian Series 900D Super Tower,$306.28 USD,Corsair,CC-9011022-WW,5054533245211,843591033244.0,252 mm,650 mm,692 mm,E-ATX,ATX,500 mm,170 mm,0/0,3/16,1/10,0/0,,,,,,0,0,9,,black,False,False,False,False,https://www.amazon.ca/Corsair-Obsidian-Super-Computer-CC-9011022-WW/dp/B00B1R8JT0?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00B1R8JT0
986,"PHANTEKS Eclipse P300 Air Midi-Tower, Tempered Glass - Satin black",$86.88 USD,PHANTEKS,PH-EC300ATG_BK01,886523301882,,200 mm,400 mm,455 mm,ATX,ATX,355 mm,165 mm,0/0,1/4,0/3,0/0,1.0,0,0.0,1.0,0.0,2,0,0,,black,True,True,True,False,https://www.amazon.ca/dp/B083LYL7V5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
987,"PHANTEKS Eclipse P300 Midi-Tower, Tempered Glass - black",$77.02 USD,PHANTEKS,PH-EC300PTG_BK,886523301257,,200 mm,400 mm,450 mm,E-ATX,ATX,330 mm,160 mm,0/0,1/4,0/3,0/0,1.0,0,1.0,1.0,0.0,3,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B075DMYVBV?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
988,"PHANTEKS Eclipse P300 Midi-Tower, Tempered Glass - black/red",$68.17 USD,PHANTEKS,PH-EC300PTG_BR,886523301325,,200 mm,400 mm,450 mm,E-ATX,ATX,330 mm,160 mm,0/0,1/4,0/3,0/0,1.0,0,1.0,1.0,0.0,1,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B079QGZZXG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
989,"PHANTEKS Eclipse P300 Midi-Tower, Tempered Glass - black/white",$71.8 USD,PHANTEKS,PH-EC300PTG_BW,886523301363,,200 mm,400 mm,450 mm,E-ATX,ATX,330 mm,160 mm,0/0,1/4,0/3,0/0,1.0,0,1.0,1.0,0.0,1,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B079Q8NS8B?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
990,"PHANTEKS Eclipse P300 Midi-Tower, Tempered Glass - white",$56.99 USD,PHANTEKS,PH-EC300PTG_WT,886523301332,,200 mm,400 mm,450 mm,E-ATX,ATX,330 mm,160 mm,0/0,1/4,0/3,0/0,1.0,0,1.0,1.0,0.0,1,2,0,,white,True,True,True,False,https://www.amazon.ca/dp/B079QH3HJN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
991,"PHANTEKS Eclipse P350X Midi-Tower, Tempered Glass - DRGB, black",$85.98 USD,PHANTEKS,PH-EC350PTG_DBK,886523301356,,200 mm,455 mm,450 mm,E-ATX,ATX,400 mm,160 mm,0/0,1/5,0/4,0/0,1.0,0,1.0,1.0,0.0,3,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07D5T4SC1?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
992,"PHANTEKS Eclipse P350X Midi-Tower, Tempered Glass - DRGB, black/white",$54.4 USD,PHANTEKS,PH-EC350PTG_DBW,886523301387,,200 mm,455 mm,450 mm,E-ATX,ATX,400 mm,160 mm,0/0,1/5,0/4,0/0,1.0,0,1.0,1.0,0.0,3,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07D5RFWDW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
994,"PHANTEKS Eclipse P400 Midi-Tower, Tempered Glass - anthrazit",$83.41 USD,PHANTEKS,PH-EC416PTG_AG,886523301158,,210 mm,470 mm,465 mm,E-ATX,ATX,395 mm,160 mm,0/0,2/6,0/4,0/0,1.0,0,0.0,1.0,1.0,4,2,0,,anthracite,True,True,True,False,https://www.amazon.ca/Phanteks-PH-EC416PTG_AG-Eclipse-Anthracite-Tempered/dp/B01N4G3DK9?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01N4G3DK9
995,"PHANTEKS Eclipse P400 Midi-Tower, Tempered Glass - black",$58.02 USD,PHANTEKS,PH-EC416PTG_BK,886523301134,,210 mm,470 mm,465 mm,E-ATX,ATX,395 mm,160 mm,0/0,2/6,0/4,0/0,1.0,0,0.0,1.0,1.0,4,2,0,,black,True,False,True,False,https://www.amazon.ca/dp/B01N9JPSEU?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
996,"PHANTEKS Eclipse P400 Midi-Tower, Tempered Glass - black/red",$114.95 USD,PHANTEKS,PH-EC416PTG_BR,886523301165,,210 mm,470 mm,465 mm,E-ATX,ATX,395 mm,160 mm,0/0,2/6,0/4,0/0,1.0,0,0.0,1.0,1.0,4,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B01NCNYQDQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
997,"PHANTEKS Eclipse P400 Midi-Tower, Tempered Glass - black/white",$86.05 USD,PHANTEKS,PH-EC416PTG_BW,886523301172,,210 mm,470 mm,465 mm,E-ATX,ATX,395 mm,160 mm,0/0,2/6,0/4,0/0,1.0,0,0.0,1.0,1.0,4,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B01N9JPUYW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
998,"PHANTEKS Eclipse P400 Midi-Tower, Tempered Glass - white",$71.8 USD,PHANTEKS,PH-EC416PTG_WT,886523301141,,210 mm,470 mm,465 mm,E-ATX,ATX,395 mm,160 mm,0/0,2/6,0/4,0/0,1.0,0,0.0,1.0,1.0,4,2,0,,white,True,True,True,False,https://www.amazon.ca/dp/B01MY0C9D6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
999,"PHANTEKS Eclipse P400S Midi-Tower, Tempered Glass, anthrazit - isolated",$106.31 USD,PHANTEKS,PH-EC416PSTG_AG,886523301202,,210 mm,470 mm,465 mm,E-ATX,ATX,395 mm,160 mm,0/0,2/6,0/4,0/0,1.0,0,0.0,1.0,1.0,4,2,0,,anthracite,True,True,True,True,https://www.amazon.ca/Phanteks-PH-EC416PSTG_AG-Eclipse-Tempered-Anthracite/dp/B01N5HIE4K?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01N5HIE4K
1000,"PHANTEKS Eclipse P400S Midi-Tower, Tempered Glass, black - isolated",$100.81 USD,PHANTEKS,PH-EC416PSTG_BK,886523301189,,210 mm,470 mm,465 mm,E-ATX,ATX,395 mm,160 mm,0/0,2/6,0/4,0/0,1.0,0,0.0,1.0,1.0,4,2,0,,black,True,True,True,True,https://www.amazon.ca/dp/B01N5HIDXB?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1001,"PHANTEKS Eclipse P400S Midi-Tower, Tempered Glass, black/red - isolated",$91.61 USD,PHANTEKS,PH-EC416PSTG_BR,886523301219,,210 mm,470 mm,465 mm,E-ATX,ATX,395 mm,160 mm,0/0,2/6,0/4,0/0,1.0,0,0.0,1.0,1.0,4,2,0,,black,True,True,True,True,https://www.amazon.ca/dp/B01MU2QVK2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1002,"PHANTEKS Eclipse P400S Midi-Tower, Tempered Glass, black/white - isolated",$76.16 USD,PHANTEKS,PH-EC416PSTG_BW,886523301226,,210 mm,470 mm,465 mm,E-ATX,ATX,395 mm,160 mm,0/0,2/6,0/4,0/0,2.0,0,0.0,0.0,0.0,4,2,0,,black,True,True,True,True,https://www.amazon.ca/dp/B01NALAFU9?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1003,"PHANTEKS Eclipse P400S Midi-Tower, Tempered Glass, white - isolated",$91.59 USD,PHANTEKS,PH-EC416PSTG_WT,886523301196,,210 mm,470 mm,465 mm,E-ATX,ATX,395 mm,160 mm,0/0,2/6,0/4,0/0,1.0,0,0.0,1.0,1.0,4,2,0,,white,True,True,True,True,https://www.amazon.ca/dp/B01N9JPTES?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1004,"PHANTEKS Eclipse P400S Midi-Tower, white - isolated",$98.53 USD,PHANTEKS,PH-EC416PSC_WT,886523300861,,210 mm,470 mm,495 mm,E-ATX,ATX,395 mm,160 mm,0/0,2/6,0/4,0/0,1.0,0,0.0,1.0,1.0,2,2,0,,white,False,True,True,True,https://www.amazon.ca/Phanteks-Eclipse-Silent-Glacier-PH-EC416PSC_WT/dp/B01BLY9ES2?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01BLY9ES2
1009,"PHANTEKS Eclipse P600S Silent Midi-Tower, geschlossen - black",$145.07 USD,PHANTEKS,PH-EC600PSC_BK01,886523301530,,240 mm,510 mm,520 mm,E-ATX,ATX,435 mm,190 mm,0/0,0/7,3/6,0/0,0.0,1,0.0,0.0,1.0,3,4,0,,black,False,True,True,True,https://www.amazon.ca/dp/B07N1MS2JV?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1010,"PHANTEKS Eclipse P600S Silent Midi-Tower, Tempered Glass - anthrazit",$181.34 USD,PHANTEKS,PH-EC600PSTG_AG01,886523301516,,250 mm,510 mm,520 mm,E-ATX,ATX,435 mm,190 mm,0/0,0/7,3/6,0/0,0.0,1,0.0,0.0,1.0,3,4,0,,anthracite,True,True,True,True,https://www.amazon.ca/dp/B07N1MBZ1W?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1012,"PHANTEKS Eclipse P600S Silent Midi-Tower, Tempered Glass - black",$181.34 USD,PHANTEKS,PH-EC600PSTG_BK01,886523301509,,240 mm,510 mm,520 mm,E-ATX,ATX,435 mm,190 mm,0/0,0/7,3/6,0/0,0.0,1,0.0,0.0,1.0,3,4,0,,black,True,True,True,True,https://www.amazon.ca/dp/B07N1N8R9N?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1013,"PHANTEKS Eclipse P600S Silent Midi-Tower, Tempered Glass - white",$256.2 USD,PHANTEKS,PH-EC600PSTG_WT01,886523301523,,250 mm,520 mm,550 mm,E-ATX,ATX,435 mm,190 mm,0/0,0/7,3/6,0/0,0.0,1,0.0,0.0,1.0,3,4,0,,white,True,True,True,True,https://www.amazon.ca/dp/B07N1NNJ52?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1014,"PHANTEKS Enthoo 719 Big-Tower, Tempered Glass, DRGB - anthrazit",$217.61 USD,PHANTEKS,PH-ES719LTG_DAG01,886523301622,,240 mm,570 mm,595 mm,E-ATX,ATX,503 mm,195 mm,0/0,0/13,0/8,0/0,1.0,0,2.0,0.0,2.0,11,4,0,,anthracite,True,True,True,False,https://www.amazon.ca/dp/B07TTDW37B?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1015,"PHANTEKS Enthoo 719 Big-Tower, Tempered Glass, DRGB - black",$224.85 USD,PHANTEKS,PH-ES719LTG_DBK01,886523301615,,240 mm,570 mm,595 mm,E-ATX,ATX,503 mm,195 mm,0/0,0/13,0/8,0/0,1.0,0,2.0,0.0,2.0,11,4,0,,black,True,True,True,False,https://www.amazon.ca/dp/B0BS2TS3RQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1019,PHANTEKS Enthoo Evolv ATX Midi-Tower - black,$166.83 USD,PHANTEKS,PH-ES515E_BK,886523300458,,235 mm,510 mm,495 mm,E-ATX,ATX,420 mm,194 mm,0/0,0/7,3/5,0/0,,,,,,4,5,0,,black,True,True,True,False,https://www.amazon.ca/Phanteks-Enthoo-EVOLV-Chassis-PH-ES515E_BK/dp/B00YQKYXEO?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00YQKYXEO
1020,"PHANTEKS Enthoo Evolv ATX Midi-Tower - silver, Window",$170.59 USD,PHANTEKS,PH-ES515E_GS,886523300601,,235 mm,510 mm,495 mm,E-ATX,ATX,420 mm,194 mm,0/0,0/7,3/5,0/0,0.0,0,0.0,2.0,2.0,4,5,0,,silver,True,True,True,False,https://www.amazon.ca/Phanteks-Enthoo-Computer-Window-PH-ES515E_GS/dp/B01803RRLI?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01803RRLI
