,Name,Price,Producer,MPN,EAN,UPC,Ram Type,Size,Clock,Timings,Sticks,Product Page
782,Corsair Vengeance LPX Series black DDR4-3000,$141.44 USD,Corsair,CMK32GX4M2B3000C15,843591071222,843591071222.0,DDR4-3000,32 GB,3000,15-17-17-35,2,https://www.amazon.ca/dp/B014UYPEXE?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
783,"Corsair Vengeance LPX Series black DDR4-3200, CL16 - 16 GB Kit",$200.8 USD,Corsair,CMK16GX4M4C3200C16,843591072694,,DDR4-3200,16 GB,3200,16-18-18-36,4,https://www.amazon.ca/Corsair-Vengeance-4x4GB-3200MHz-Memory/dp/B0196QN82U?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0196QN82U
784,Corsair Vengeance LPX Series white,$56.64 USD,Corsair,CMK16GX4M2A2666C16W,843591088367,843591088367.0,DDR4-2666,16 GB,2666,16-18-18-35,2,https://www.amazon.ca/dp/B01EI5YZSA?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
785,Corsair Vengeance LPX Series white,$70.35 USD,Corsair,CMK16GX4M2D3000C16W,843591077903,,DDR4-3000,16 GB,3000,16-18-18-36,2,https://www.amazon.ca/dp/B07B4G525F?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
786,Corsair Vengeance LPX Series white,$95.85 USD,Corsair,CMK16GX4M2B3000C15W,843591088374,843591088374.0,DDR4-3000,16 GB,3000,15-17-17-35,2,https://www.amazon.ca/dp/B01EI5Z2T6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
787,Corsair Vengeance LPX Series white,$130.56 USD,Corsair,CMK32GX4M2B3000C15W,843591088404,843591088404.0,DDR4-3000,32 GB,3000,15-17-17-35,2,https://www.amazon.ca/dp/B01EI5Z8ZE?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
788,Corsair Vengeance LPX Series white,$170.46 USD,Corsair,CMK32GX4M2A2666C16W,843591088398,843591088398.0,DDR4-2666,32 GB,2666,16-18-18-35,2,https://www.amazon.ca/dp/B01EI5Z5Y8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
789,Corsair Vengeance LPX Series white,$305.91 USD,Corsair,CMK64GX4M4A2666C16W,843591088435,,DDR4-2666,64 GB,2666,16-18-18-35,4,https://www.amazon.ca/dp/B01EI5ZK7K?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
790,Corsair Vengeance Pro Blue DDR3-1600 CL9,$84.14 USD,Corsair,CMY16GX3M2A1600C9B,843591041898,,DDR3-1600,16 GB,1600,,2,https://www.amazon.ca/Corsair-Vengeance-Desktop-Memory-CMY16GX3M2A1600C9B/dp/B00D2LGRLK?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00D2LGRLK
791,Corsair Vengeance Pro DDR3-2400 CL11,$81.18 USD,Corsair,CMY8GX3M2A2400C11,843591047074,,DDR3-2400,8 GB,2400,,2,https://www.amazon.ca/Corsair-Vengeance-2400MHz-Memory-CMY8GX3M2A2400C11/dp/B00GK9GKK4?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00GK9GKK4
793,Corsair Vengeance Pro Gold DDR3-2400 CL11,$145.28 USD,Corsair,CMY16GX3M2A2400C11A,843591046305,,DDR3-2400,16 GB,2400,,2,https://www.amazon.ca/Corsair-Vengeance-2400MHz-Memory-CMY16GX3M2A2400C11A/dp/B00FMRV8I4?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00FMRV8I4
796,Corsair Vengeance Pro Silver DDR3-1600 CL9,$90.66 USD,Corsair,CMY16GX3M2A1600C9,843591041881,843591041881.0,DDR3-1600,16 GB,1600,,2,https://www.amazon.ca/dp/B00D2LGRPG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
797,Corsair Vengeance RGB,$130.56 USD,Corsair,CMH32GX5M2B6400C36,840006666073,,DDR5-6400,32 GB,6400,36-48-48-104,2,https://www.amazon.ca/dp/B0BXHC74WD?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
798,Corsair Vengeance RGB,$137.81 USD,Corsair,CMH32GX5M2B6800C40,840006666370,,DDR5-6800,32 GB,6800,40-50-50-110,2,https://www.amazon.ca/dp/B0BXHC1HY8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
799,Corsair Vengeance RGB,$148.69 USD,Corsair,CMH48GX5M2B5200C38,840006664970,,DDR5-5200,48 GB,5200,38-38-38-84,2,https://www.amazon.ca/dp/B0BVMZFZ1H?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
800,Corsair Vengeance RGB,$155.95 USD,Corsair,CMH48GX5M2B5600C40,840006664987,,DDR5-5600,48 GB,5600,40-40-40-77,2,https://www.amazon.ca/dp/B0BVN1GWXV?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
801,Corsair Vengeance RGB,$163.2 USD,Corsair,CMH32GX5M2X7000C34,840006600732,,DDR5-7000,32 GB,7000,34-42-42-96,2,https://www.amazon.ca/dp/B0BLYLQZJL?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
802,Corsair Vengeance RGB,$166.83 USD,Corsair,CMH32GX5M2X7200C34,840006601159,,DDR5-7200,32 GB,7200,34-44-96,2,https://www.amazon.ca/dp/B0BLYLPC9L?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
803,Corsair Vengeance RGB,$217.61 USD,Corsair,CMH48GX5M2B7000C40,840006667094,,DDR5-7000,48 GB,7000,40-52-52-114,2,https://www.amazon.ca/dp/B0BY6YVYJR?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
804,Corsair Vengeance RGB,$239.37 USD,Corsair,CMH64GX5M2B6000Z40,840006601173,,DDR5-6000,64 GB,6000,40-40-40-77,2,https://www.amazon.ca/dp/B0BLYL79TT?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
805,Corsair Vengeance RGB,$282.89 USD,Corsair,CMH64GX5M4B6200C32,840006665427,,DDR5-6200,64 GB,6200,32-38-38-80,4,https://www.amazon.ca/dp/B0BVKYN89J?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
806,Corsair Vengeance RGB,$296.66 USD,Corsair,CMH64GX5M4B6400C32,840006665434,,DDR5-6400,64 GB,6400,32-40-40-84,4,https://www.amazon.ca/dp/B0BVKX7BGK?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
807,Corsair Vengeance RGB,$311.17 USD,Corsair,CMH64GX5M4B6600C32,840006665441,,DDR5-6600,64 GB,6600,32-39-39-76,4,https://www.amazon.ca/dp/B0BVKY73YS?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
808,Corsair Vengeance RGB,$314.8 USD,Corsair,CMH96GX5M2B5600C40,840006665007,,DDR5-5600,96 GB,5600,40-40-40-77,2,https://www.amazon.ca/dp/B0BVN19N31?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
809,Corsair Vengeance RGB,$316.74 USD,Corsair,CMH96GX5M2B5200C38,840006664994,,DDR5-5200,96 GB,5200,38-38-38-84,2,https://www.amazon.ca/dp/B0BVN19P9B?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
810,Corsair Vengeance RGB,$613.08 USD,Corsair,CMH192GX5M4B5200C38,840006667087,,DDR5-5200,192 GB,5200,38-38-38-84,4,https://www.amazon.ca/dp/B0BY6Y85PZ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
812,Corsair Vengeance RGB Pro black,$65.28 USD,Corsair,CMW16GX4M2Z3600C18,840006615682,,DDR4-3600,16 GB,3600,18-22-22-42,2,https://www.amazon.ca/dp/B07TC4TPCN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
813,Corsair Vengeance RGB Pro black,$79.78 USD,Corsair,CMW32GX4M2E3200C16,840006613251,,DDR4-3200,32 GB,3200,15-15-15-36,2,https://www.amazon.ca/dp/B081XWLQKS?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
814,Corsair Vengeance RGB Pro black,$119.68 USD,Corsair,CMW32GX4M2D3000C16,840006604259,,DDR4-3000,32 GB,3000,16-18-18-36,2,https://www.amazon.ca/dp/B08S9BYPPQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
815,Corsair Vengeance RGB Pro black,$155.95 USD,Corsair,CMW64GX4M2D3600C18,840006620785,,DDR4-3600,64 GB,3600,18-22-22-42,2,https://www.amazon.ca/dp/B081BTFN1B?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
816,Corsair Vengeance RGB Pro black,$158.84 USD,Corsair,CMW64GX4M2E3200C16,840006620136,,DDR4-3200,64 GB,3200,15-15-15-36,2,https://www.amazon.ca/dp/B081BTGNDW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
819,Corsair Vengeance RGB Pro Series black,$10.84 USD,Corsair,SIBU-084,0,824142142967.0,DDR4-3200,16 GB,3200,16-18-18-36,2,https://www.amazon.ca/dp/2253053511?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
820,Corsair Vengeance RGB Pro Series black,$61.65 USD,Corsair,CMW16GX4M2A2666C16,843591078580,,DDR4-2666,16 GB,2666,16-18-18-35,2,https://www.amazon.ca/dp/B07D1WWBL3?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
821,Corsair Vengeance RGB Pro Series black,$72.53 USD,Corsair,CMW16GX4M2C3000C15,843591076944,,DDR4-3000,16 GB,3000,15-17-17-35,2,https://www.amazon.ca/dp/B07D1XJWSJ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
822,Corsair Vengeance RGB Pro Series black,$87.04 USD,Corsair,CMW32GX4M2A2666C16,843591082068,,DDR4-2666,32 GB,2666,16-18-18-35,2,https://www.amazon.ca/dp/B07GSKMJ6D?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
823,Corsair Vengeance RGB Pro Series black,$87.76 USD,Corsair,CMW16GX4M2Z2933C16,843591019019,,DDR4-2933,16 GB,2933,16-18-18-36,2,https://www.amazon.ca/dp/B07FBP815T?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
824,Corsair Vengeance RGB Pro Series black,$97.92 USD,Corsair,CMW32GX4M2Z2933C16,840006605430,,DDR4-2933,32 GB,2933,16-18-18-36,2,https://www.amazon.ca/dp/B07K5BBY66?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
825,Corsair Vengeance RGB Pro Series black,$112.43 USD,Corsair,CMW16GX4M2K4000C19,843591078733,,DDR4-4000,16 GB,4000,19-23-23-45,2,https://www.amazon.ca/dp/B07D1TT7RN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
826,Corsair Vengeance RGB Pro Series black,$123.31 USD,Corsair,CMW32GX4M4C3200C16,843591076852,,DDR4-3200,32 GB,3200,16-18-18-36,4,https://www.amazon.ca/dp/B07D1XJH2W?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
827,Corsair Vengeance RGB Pro Series black,$130.56 USD,Corsair,CMW32GX4M4C3600C18,843591076975,,DDR4-3600,32 GB,3600,19-19-19-39,4,https://www.amazon.ca/dp/B07D1TT84Z?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
828,Corsair Vengeance RGB Pro Series black,$150.87 USD,Corsair,CMW32GX4M4C3000C15,843591076968,,DDR4-3000,32 GB,3000,15-17-17-35,4,https://www.amazon.ca/dp/B07D1XCKWP?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
829,Corsair Vengeance RGB Pro Series black,$160.4 USD,Corsair,CMW32GX4M4A2666C16,843591078597,,DDR4-2666,32 GB,2666,16-18-18-35,4,https://www.amazon.ca/dp/B07D1TPXSZ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
830,Corsair Vengeance RGB Pro Series black,$167.55 USD,Corsair,CMW32GX4M4Z2933C16,843591019026,,DDR4-2933,32 GB,2933,16-18-18-35,4,https://www.amazon.ca/dp/B07FBSP5Y6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
831,Corsair Vengeance RGB Pro Series black,$221.23 USD,Corsair,CMW32GX4M2C3000C15,843591082891,,DDR4-3000,32 GB,3000,15-17-17-35,2,https://www.amazon.ca/dp/B07GSK2WL3?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
832,Corsair Vengeance RGB Pro Series black,$275.81 USD,Corsair,CMW32GX4M4C3200C14,840006604266,,DDR4-3200,32 GB,3200,14-14-14-34,4,https://www.amazon.ca/dp/B07HKFJWZ5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
833,Corsair Vengeance RGB Pro Series black,$406.2 USD,Corsair,CMW64GX4M4A2666C16,843591082938,,DDR4-2666,64 GB,2666,16-18-18-35,4,https://www.amazon.ca/dp/B07GSJHVPB?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
834,Corsair Vengeance RGB Pro Series black,$438.84 USD,Corsair,CMW64GX4M4C3000C15,840006603573,,DDR4-3000,64 GB,3000,16-16-18-36,4,https://www.amazon.ca/dp/B07HKJ1G4D?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
835,Corsair Vengeance RGB Pro Series black,$446.1 USD,Corsair,CMW64GX4M4C3200C16,843591082976,,DDR4-3200,64 GB,3200,16-18-18-36,4,https://www.amazon.ca/dp/B07GSK5782?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
836,Corsair Vengeance RGB Pro Series black,$456.98 USD,Corsair,CMW64GX4M4Z2933C16,840006605447,,DDR4-2933,64 GB,2933,16-18-18-36,4,https://www.amazon.ca/dp/B07K5532LD?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
837,Corsair Vengeance RGB Pro Series black,$475.84 USD,Corsair,CMW64GX4M4C3466C16,840006604228,,DDR4-3466,64 GB,3466,16-18-18-36,4,https://www.amazon.ca/dp/B07HKJHYCD?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
838,Corsair Vengeance RGB Pro Series black,$645.58 USD,Corsair,CMW64GX4M4K3600C18,840006603016,,DDR4-3600,64 GB,3600,18-19-19-39,4,https://www.amazon.ca/dp/B07HKQ9STJ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
843,Corsair Vengeance RGB Pro Series white,$83.41 USD,Corsair,CMW16GX4M2A2666C16W,843591078696,,DDR4-2666,16 GB,2666,16-18-18-35,2,https://www.amazon.ca/dp/B07D5QMFY5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
844,Corsair Vengeance RGB Pro Series white,$108.8 USD,Corsair,CMW16GX4M2C3000C15W,843591078702,,DDR4-3000,16 GB,3000,15-17-17-35,2,https://www.amazon.ca/dp/B07D5QM1Q5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
845,Corsair Vengeance RGB Pro Series white,$119.68 USD,Corsair,CMW32GX4M2A2666C16W,843591082884,,DDR4-2666,32 GB,2666,16-18-18-35,2,https://www.amazon.ca/dp/B07XN8WYBC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
846,Corsair Vengeance RGB Pro Series white,$140.71 USD,Corsair,CMW32GX4M4C3600C18W,843591078771,,DDR4-3600,32 GB,3600,18-19-19-39,4,https://www.amazon.ca/dp/B07D5SDT6M?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
847,Corsair Vengeance RGB Pro Series white,$142.3 USD,Corsair,CMW32GX4M4C3200C16W,843591078764,,DDR4-3200,32 GB,3200,16-18-18-36,4,https://www.amazon.ca/dp/B07D5RBR2P?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
848,Corsair Vengeance RGB Pro Series white,$163.2 USD,Corsair,CMW32GX4M2C3200C16W,843591082921,,DDR4-3200,32 GB,3200,16-16-16-36,2,https://www.amazon.ca/dp/B07GSKGSM6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
849,Corsair Vengeance RGB Pro Series white,$163.57 USD,Corsair,CMW32GX4M2C3000C15W,843591082907,,DDR4-3000,32 GB,3000,15-17-17-35,2,https://www.amazon.ca/Corsair-CMW32GX4M2C3000C15W-Vengeance-PC4-24000-Desktop/dp/B07GSL5C7T?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07GSL5C7T
850,Corsair Vengeance RGB Pro Series white,$174.08 USD,Corsair,CMW32GX4M4A2666C16W,843591078740,,DDR4-2666,32 GB,2666,16-18-18-35,4,https://www.amazon.ca/dp/B07D5TR12C?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
851,Corsair Vengeance RGB Pro Series white,$235.74 USD,Corsair,CMW32GX4M4C3000C15W,843591078757,,DDR4-3000,32 GB,3000,15-15-15-36,4,https://www.amazon.ca/dp/B07D5RBQM4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
852,Corsair Vengeance RGB Pro Series white,$349.78 USD,Corsair,CMW64GX4M4C3200C16W,843591082983,,DDR4-3200,64 GB,3200,16-16-16-36,4,https://www.amazon.ca/dp/B07GSKXYJH?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
853,Corsair Vengeance RGB Pro Series white,$362.68 USD,Corsair,CMW64GX4M4A2666C16W,843591082945,,DDR4-2666,64 GB,2666,16-18-18-36,4,https://www.amazon.ca/dp/B07GSKZCCR?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
854,Corsair Vengeance RGB Pro Series white,$381.82 USD,Corsair,CMW64GX4M8C3200C16W,843591078801,,DDR4-3200,64 GB,3200,16-16-16-36,4,https://www.amazon.ca/dp/B07D5SPCZB?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
855,Corsair Vengeance RGB Pro Series white,$645.58 USD,Corsair,CMW64GX4M4K3600C18W,840006603320,,DDR4-3600,64 GB,3600,18-19-19-39,4,https://www.amazon.ca/dp/B07HKJ4Y51?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
856,Corsair Vengeance RGB Pro Series white,$661.0 USD,Corsair,CMW64GX4M8X3600C18W,843591099066,,DDR4-3600,64 GB,3600,18-19-19-39,8,https://www.amazon.ca/Corsair-Vengeance-3600MHz-Desktop-Memory/dp/B07D7G1W9N?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07D7G1W9N
858,Corsair Vengeance RGB Pro SL,$49.32 USD,Corsair,CMH16GX4M2E3200C16W,840006632016,,DDR4-3200,16 GB,3200,16-20-20-38,2,https://www.amazon.ca/dp/B08SQL9PZC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
859,Corsair Vengeance RGB Pro SL,$50.77 USD,Corsair,CMH16GX4M2D3600C18,840006631989,,DDR4-3600,16 GB,3600,18-22-22-42,2,https://www.amazon.ca/dp/B08SQCZSS8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
860,Corsair Vengeance RGB Pro SL,$54.4 USD,Corsair,CMH16GX4M2E3200C16,840006632009,,DDR4-3200,16 GB,3200,"15-15-15-36, 16-20-20-38",2,https://www.amazon.ca/dp/B08SQ31CGF?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
861,Corsair Vengeance RGB Pro SL,$64.54 USD,Corsair,CMH16GX4M2D3600C18W,840006631996,,DDR4-3600,16 GB,3600,18-22-22-42,2,https://www.amazon.ca/dp/B08SQ75MP7?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
862,Corsair Vengeance RGB Pro SL,$78.33 USD,Corsair,CMH32GX4M2E3200C16,840006632092,,DDR4-3200,32 GB,3200,16-20-20-38,2,https://www.amazon.ca/dp/B08SQBKB5D?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
863,Corsair Vengeance RGB Pro SL,$79.78 USD,Corsair,CMH32GX4M2D3600C18,840006632078,,DDR4-3600,32 GB,3600,18-22-22-42,2,https://www.amazon.ca/dp/B08SPYCCF1?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
864,Corsair Vengeance RGB Pro SL,$89.93 USD,Corsair,CMH32GX4M2E3200C16W,840006632108,,DDR4-3200,32 GB,3200,16-20-20-38,2,https://www.amazon.ca/dp/B08SQPH9JC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
865,Corsair Vengeance RGB Pro SL,$97.92 USD,Corsair,CMH32GX4M2D3600C18W,840006632085,,DDR4-3600,32 GB,3600,18-22-22-42,2,https://www.amazon.ca/dp/B08SQRF8MJ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
866,Corsair Vengeance RGB Pro SL,$163.2 USD,Corsair,CMH32GX4M4D3600C18,840006632146,,DDR4-3600,32 GB,3600,18-22-22-42,4,https://www.amazon.ca/dp/B08SQ5G82Z?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
867,Corsair Vengeance RGB Pro SL,$235.74 USD,Corsair,CMH32GX4M4E3200C16,840006632153,,DDR4-3200,32 GB,3200,16-20-20-38,4,https://www.amazon.ca/dp/B08SQPPLNN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
868,Corsair Vengeance RGB Pro SL DDR4-3200,$148.69 USD,Corsair,CMH32GX4M4E3200C16W,840006632160,,DDR4-3200,32 GB,3200,16-20-20-38,4,https://www.amazon.ca/dp/B08SQF871G?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
871,Corsair Vengeance RGB Pro SL für AMD Ryzen,$98.64 USD,Corsair,CMH32GX4M2Z3600C18,840006632139,,DDR4-3600,32 GB,3600,18-22-22-42,2,https://www.amazon.ca/dp/B08SQC325S?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
872,Corsair Vengeance RGB Pro SL für AMD Ryzen,$206.72 USD,Corsair,CMH32GX4M2Z3200C16,840006632122,,DDR4-3200,32 GB,3200,16-20-20-38,2,https://www.amazon.ca/dp/B08SQHRJY1?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
874,Corsair Vengeance RGB RS,$66.72 USD,Corsair,CMG16GX4M2D3600C18,840006648994,,DDR4-3600,16 GB,3600,18-22-22-42,2,https://www.amazon.ca/dp/B09C5TW31M?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
875,Corsair Vengeance RGB RS,$87.04 USD,Corsair,CMG32GX4M2E3200C16,840006649038,,DDR4-3200,32 GB,3200,16-20-20-38,2,https://www.amazon.ca/dp/B09C5X1T7V?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
876,Corsair Vengeance RGB RS,$112.1 USD,Corsair,CMG32GX4M2D3600C18,840006649021,,DDR4-3600,32 GB,3600,18-22-22-42,2,https://www.amazon.ca/dp/B09C5WJ2B2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
877,Corsair Vengeance RGB RS,$142.89 USD,Corsair,CMG32GX4M4E3200C16,840006649069,,DDR4-3200,32 GB,3200,16-20-20-38,4,https://www.amazon.ca/dp/B09C5VDH74?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
878,Corsair Vengeance RGB RS,$184.96 USD,Corsair,CMG32GX4M4D3600C18,840006649052,,DDR4-3600,32 GB,3600,18-22-22-42,4,https://www.amazon.ca/dp/B09C5STPV9?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
879,Corsair Vengeance RGB RS,$209.79 USD,Corsair,CMG64GX4M2E3200C16,840006649083,,DDR4-3200,64 GB,3200,16-20-20-38,2,https://www.amazon.ca/dp/B09C5TPWM6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
880,Corsair Vengeance RGB RS,$239.37 USD,Corsair,CMG64GX4M2D3600C18,840006649076,,DDR4-3600,64 GB,3600,18-22-22-42,2,https://www.amazon.ca/dp/B09C5VPZN4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
881,Corsair Vengeance RGB RS,$272.01 USD,Corsair,CMG64GX4M4E3200C16,840006649090,,DDR4-3200,64 GB,3200,16-20-20-38,4,https://www.amazon.ca/dp/B09C5WL28B?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
882,Corsair Vengeance RGB RT,$67.45 USD,Corsair,CMN16GX4M2Z3600C18W,840006650515,,DDR4-3600,16 GB,3600,18-22-22-42,2,https://www.amazon.ca/dp/B09C5TFMW1?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
883,Corsair Vengeance RGB RT,$68.17 USD,Corsair,CMN16GX4M2Z3200C16,840006650478,,DDR4-3200,16 GB,3200,16-20-20-38,2,https://www.amazon.ca/dp/B09C5VTFRY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
884,Corsair Vengeance RGB RT,$72.36 USD,Corsair,CMN16GX4M2Z3600C18,840006650508,,DDR4-3600,16 GB,3600,18-22-22-42,2,https://www.amazon.ca/dp/B09C5VFFQR?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
885,Corsair Vengeance RGB RT,$72.53 USD,Corsair,CMN16GX4M2Z3600C16,840006650492,,DDR4-3600,16 GB,3600,16-20-20-38,2,https://www.amazon.ca/dp/B09C5V77ZH?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
886,Corsair Vengeance RGB RT,$84.88 USD,Corsair,CMN16GX4M2Z3200C16W,840006650485,,DDR4-3200,16 GB,3200,16-20-20-38,2,https://www.amazon.ca/dp/B09C5VBGV6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
887,Corsair Vengeance RGB RT,$97.92 USD,Corsair,CMN16GX4M2Z4000C18,840006650522,,DDR4-4000,16 GB,4000,18-22-22-42,2,https://www.amazon.ca/dp/B09C5SZL17?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
888,Corsair Vengeance RGB RT,$105.17 USD,Corsair,CMN32GX4M2Z3600C18W,840006650591,,DDR4-3600,32 GB,3600,18-22-22-42,2,https://www.amazon.ca/dp/B09C5TJ633?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
889,Corsair Vengeance RGB RT,$105.17 USD,Corsair,CMN32GX4M2Z3600C16,840006650577,,DDR4-3600,32 GB,3600,16-20-20-38,2,https://www.amazon.ca/dp/B09C5VRSRG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
890,Corsair Vengeance RGB RT,$106.78 USD,Corsair,CMN32GX4M2Z3200C16,840006650553,,DDR4-3200,32 GB,3200,16-20-20-38,2,https://www.amazon.ca/dp/B09C5VB5XM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
891,Corsair Vengeance RGB RT,$133.46 USD,Corsair,CMN32GX4M4Z3200C16W,840006650621,,DDR4-3200,32 GB,3200,16-20-20-38,4,https://www.amazon.ca/dp/B09C5W4N2N?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
892,Corsair Vengeance RGB RT,$134.19 USD,Corsair,CMN32GX4M2Z3600C18,840006650584,,DDR4-3600,32 GB,3600,18-22-22-42,2,https://www.amazon.ca/dp/B09C5WQSZ3?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
893,Corsair Vengeance RGB RT,$142.89 USD,Corsair,CMN32GX4M2Z3200C16W,840006650560,,DDR4-3200,32 GB,3200,16-20-20-38,2,https://www.amazon.ca/dp/B09C5VD33X?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
894,Corsair Vengeance RGB RT,$155.95 USD,Corsair,CMN32GX4M4Z3600C18W,840006650645,,DDR4-3600,32 GB,3600,18-22-22-42,4,https://www.amazon.ca/dp/B09C5TR4GW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
895,Corsair Vengeance RGB RT,$163.2 USD,Corsair,CMN32GX4M4Z3600C18,840006650638,,DDR4-3600,32 GB,3600,18-22-22-42,4,https://www.amazon.ca/dp/B09C5VL8N5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
